Configuration,Quality,Feature 1,Feature 2,Feature 3,Feature 4
2,0,130,109,107,112
3,0,125,109,107.75,112
2,0,128,110,103.75,114
3,0,127,111,105,116
2,0,127,110,104.75,112
2,0,128,113,103,120
3,0,130,115,118,106
2,0,139,108,103,120
3,0,130,112,112,112
2,0,127,114,97,122
3,0,128,110,107,112
1,0,125,109,98.25,124
3,0,129,113,112.5,108
3,0,130,115,108.75,110
3,0,129,115,118.5,104
3,0,131,115,112.25,106
3,0,130,116,119.5,104
1,0,128,106,98.75,120
2,0,139,108,99.25,118
3,0,137,105,109,114
2,0,129,111,102,116
3,0,129,113,105.75,116
2,0,127,111,101,118
2,0,140,108,98.75,120
3,0,140,103,107.25,114
1,0,126,112,97.5,124
3,0,130,115,113.5,106
3,0,130,120,114.5,104
3,0,129,115,118.5,102
3,0,130,117,118.5,102
3,0,132,119,115.5,104
1,0,127,108,98,122
2,0,128,112,100.25,122
3,0,127,110,107,112
2,0,129,113,96.5,124
3,0,127,110,109.75,112
2,0,129,109,100.5,118
3,0,130,114,115.75,110
2,0,128,115,101.25,120
3,0,126,110,103.25,114
2,0,128,112,100,118
3,0,127,114,116.75,106
2,0,127,111,98.75,118
1,0,127,106,96.25,124
2,0,138,109,97,120
3,0,132,108,107,114
2,0,127,108,107.25,112
3,0,127,111,108,112
2,0,127,110,106.5,114
2,0,127,113,99.5,120
3,0,129,111,108,116
2,0,128,111,98.5,120
3,0,130,108,110.25,112
2,0,127,111,99,122
3,0,130,111,112,114
1,0,127,107,102.25,118
2,0,128,114,100.25,120
3,0,126,110,109.5,110
2,0,129,115,99.25,122
3,0,127,109,107.5,112
2,0,125,110,100.25,118
3,0,129,113,112,108
2,0,127,112,103.5,114
3,0,127,108,109.25,110
2,0,129,115,104.75,118
3,0,126,106,109.75,112
2,0,127,109,101.75,116
1,0,127,106,99,122
2,1,143,102,101,140
3,0,128,108,111,110
2,0,131,110,107,112
3,0,127,111,110,112
2,0,129,111,103.75,116
2,0,134,111,100,118
3,0,133,116,114,108
2,1,143,103,103.25,124
3,0,132,110,108.75,112
2,0,127,111,99.25,120
3,0,131,113,112,112
1,0,128,112,96.5,124
3,0,130,115,112.75,106
3,0,131,117,107.75,110
3,0,131,115,116.75,104
3,0,131,117,119,102
3,0,130,116,121,104
1,0,128,106,101,122
2,1,143,99,100,136
3,1,140,100,107,120
2,0,128,111,103.5,116
3,0,138,106,107.5,116
2,0,128,111,101.75,114
2,0,134,111,99,118
3,0,140,106,108.25,116
2,0,144,100,105.5,132
3,0,140,104,102.75,118
2,0,135,114,91.75,128
3,0,132,110,108.25,116
1,0,129,106,101,122
2,0,129,115,96.75,126
3,0,127,112,107.5,112
2,0,127,113,98.75,124
3,0,127,112,108.75,112
2,0,126,111,100,120
3,0,129,116,114.5,108
2,0,127,115,99.75,118
3,0,129,115,113.25,110
2,0,125,111,102.75,114
3,0,127,114,111,110
2,0,127,111,100.25,120
1,0,125,106,98.75,120
2,0,131,111,103.5,114
3,0,127,112,108.25,112
2,0,129,109,106,114
3,0,128,111,105.25,116
2,0,128,108,102,116
2,0,133,113,95.75,122
3,0,128,113,113,110
2,1,142,103,104.5,126
3,0,135,113,111.25,114
2,0,128,112,96.5,122
3,0,129,113,114,110
1,0,127,107,100.75,116
2,0,128,114,101.75,122
3,0,127,113,107.25,114
2,0,129,115,100,120
3,0,129,113,103.75,116
2,0,128,113,101,122
3,0,130,113,115.25,108
2,0,128,115,101.5,122
3,0,128,111,110.25,110
2,0,128,114,103.5,118
3,0,127,110,107.25,114
2,0,128,114,100.25,120
1,0,126,108,94.75,126
2,0,130,115,102.5,118
3,0,127,112,106.75,112
2,0,128,111,103.5,114
3,0,127,113,106.75,114
2,0,128,111,100,118
2,0,130,117,100.5,126
3,0,131,116,117.5,108
2,0,131,114,100.75,116
3,0,130,112,108.25,114
2,0,128,113,98.5,122
3,0,130,115,109.5,116
1,0,127,111,93.75,126
3,0,131,116,112,106
3,0,130,116,110.75,110
3,0,132,116,117,104
3,0,132,118,117,104
3,0,132,120,118,102
1,0,127,110,97.5,124
2,0,142,108,98.25,122
3,0,134,110,109,112
2,0,129,113,103.75,118
3,0,129,110,108.25,114
2,0,129,112,101.75,114
2,0,135,111,97.5,122
3,0,135,118,116,110
2,0,140,110,99.25,124
3,0,135,115,113.5,110
2,0,140,112,95.5,126
3,0,135,112,106.25,114
1,0,128,111,96,124
3,0,130,114,113,106
3,0,130,113,110.75,110
3,0,132,116,117,104
3,0,132,117,112.75,106
3,0,131,117,118.5,104
1,0,128,107,100,118
2,0,128,113,101.75,120
3,0,129,110,107.75,114
2,0,129,114,98.5,126
3,0,129,110,109.25,112
2,0,127,112,99,120
3,0,130,116,113,108
2,0,127,111,100.75,116
3,0,130,112,112.5,110
2,0,128,113,100.75,116
3,0,128,113,106.5,116
2,0,127,114,97.25,120
1,0,128,108,96.25,124
2,0,135,113,102.5,118
3,0,130,110,109.25,112
2,0,131,111,102.75,116
3,0,129,112,106.5,116
2,0,131,111,103,116
2,0,130,113,99.5,122
3,0,130,112,106.75,114
2,0,129,111,98.25,122
3,0,130,114,111.25,112
2,0,130,115,96.75,124
3,0,131,112,106.25,114
1,0,129,107,97.75,122
2,0,130,113,101.75,124
3,0,128,110,106.5,114
2,0,130,114,100.25,124
3,0,129,110,106,114
2,0,128,112,100,118
3,0,130,112,112.25,110
2,0,128,115,103,116
3,0,128,110,107.25,114
2,0,131,116,103.25,118
3,0,128,110,110,112
2,0,129,113,100,118
1,0,127,108,93.75,124
2,0,131,115,98,120
3,0,127,111,109,110
2,0,131,115,103.25,120
3,0,128,111,108.25,114
2,0,129,111,104,114
2,0,131,115,99.75,120
3,0,129,111,107.5,116
2,0,132,113,98.5,120
3,0,129,113,108.25,114
2,0,130,111,97.75,120
3,0,130,114,110.75,110
1,0,127,111,95.75,126
3,0,130,115,112,108
3,0,130,115,111.75,108
3,0,131,116,118,104
3,0,132,117,114,106
3,0,131,118,117,104
1,0,127,109,96.25,124
2,0,132,114,102.25,118
3,0,128,110,107.25,112
2,0,135,113,99.75,118
3,0,128,110,105,116
2,0,131,114,100.75,118
2,0,130,112,101.75,118
3,0,130,111,106,114
2,0,128,112,96.75,124
3,0,128,111,107.75,114
2,0,130,115,95,124
3,0,130,115,109,112
1,0,129,108,98,124
2,0,130,116,98.75,124
3,0,128,114,110.25,110
2,0,130,114,98.5,124
3,0,131,108,107.25,114
2,0,129,111,98,120
3,0,130,116,115.25,110
2,0,128,114,101.75,114
3,0,130,117,110.5,112
2,0,128,113,99.75,118
3,0,128,113,106,114
2,0,129,111,99,120
1,0,127,107,99,122
2,0,130,113,101,116
3,0,129,112,109.25,110
2,0,132,110,105.25,118
3,0,129,113,107.5,116
2,0,128,111,104.75,112
2,0,131,114,96.5,122
3,0,130,113,111,114
2,0,130,113,98.5,122
3,0,130,115,109.25,114
2,0,128,113,98,122
3,0,130,114,110.75,112
2,0,128,115,98.5,126
3,0,127,112,106.25,110
2,0,129,115,95.25,126
3,0,127,112,104.5,114
2,0,128,115,101,122
3,0,128,114,109,112
2,0,127,115,101,118
3,0,128,115,114.25,108
2,0,127,114,105.25,114
3,0,128,113,112.25,108
2,0,133,112,98.75,120
1,0,127,109,98,118
2,0,133,114,99.25,118
3,0,131,110,111,110
2,0,132,111,105.75,116
3,0,127,112,111.25,112
2,0,129,111,102.25,116
2,0,130,115,102.25,116
3,0,131,117,115.75,106
2,0,130,115,99,118
3,0,130,113,112.25,110
2,0,130,118,98,122
3,0,130,114,110.25,108
1,0,127,111,99.5,120
3,0,132,116,113.5,104
3,0,129,117,110.25,106
3,0,131,116,119.25,100
3,0,132,117,114,106
3,0,132,119,118,102
1,0,127,107,101.25,118
2,0,131,115,100.25,118
3,0,131,111,106.5,112
2,0,135,114,101,118
3,0,129,116,103.5,114
2,0,130,113,104.25,114
2,0,130,116,100.75,116
3,0,129,113,111,112
2,0,130,112,98.5,120
3,0,131,110,112.25,112
2,0,129,114,100,120
3,0,130,112,109.75,110
1,0,128,108,102.75,116
2,0,127,114,104.25,120
3,0,127,114,112,110
2,0,130,115,98.25,122
3,0,130,113,109.25,110
2,0,128,114,98.5,118
3,0,129,118,113.75,106
2,0,130,118,102.75,120
3,0,129,111,106.25,112
2,0,130,117,101,118
3,0,128,111,108.75,110
2,0,130,116,99.25,120
1,0,127,107,100.25,118
2,0,140,110,102,116
3,0,128,110,108,112
2,0,131,113,102.75,116
3,0,130,111,108.5,112
2,0,132,115,101,120
2,0,131,115,100.75,116
3,0,132,118,116.75,106
2,0,130,114,99.75,118
3,0,132,115,120.5,104
2,0,130,115,100.5,118
3,0,131,115,114.75,106
1,0,127,110,100.5,120
3,0,130,118,123.5,102
3,0,131,118,111.5,106
3,0,131,118,117.5,102
3,0,131,117,119.5,102
3,0,132,119,121.25,102
1,0,128,110,97.75,122
2,0,132,114,102.5,114
3,0,128,113,106.75,112
2,0,130,114,100.5,118
3,0,129,112,105.75,114
2,0,130,113,101.5,116
2,0,132,117,99.5,120
3,0,130,113,108.25,114
2,0,130,113,98,120
3,0,131,111,111.25,110
2,0,131,118,98,120
3,0,130,112,108,112
1,0,128,108,102.75,116
2,0,129,114,102.5,120
3,0,128,113,107.25,110
2,0,132,116,96.5,126
3,0,128,111,109.5,112
2,0,129,111,100.5,116
3,0,129,114,111.25,112
2,0,130,118,103.75,120
3,0,128,111,108,110
2,0,130,116,104.25,114
3,0,128,110,109.75,110
2,0,129,115,101,118
1,0,127,109,96.25,122
3,0,139,109,107.25,114
2,0,139,113,96.25,122
3,0,134,111,111.75,112
2,0,138,111,104,116
2,0,132,115,98.75,120
3,0,132,115,115.75,106
2,0,132,116,98.5,122
3,0,131,114,115.75,108
2,0,131,113,103,116
3,0,132,111,109.75,112
1,0,130,109,102.75,120
3,0,132,116,114.25,104
3,0,131,113,110.75,108
3,0,133,117,118,102
3,0,133,118,120,102
3,0,141,120,119.75,106
1,0,127,108,98.25,122
2,0,132,112,100,116
3,0,130,112,108,112
2,0,132,112,104.5,114
3,0,129,113,106.5,112
2,0,130,113,103.25,116
2,0,131,116,98,122
3,0,132,117,115.25,108
2,0,130,115,96.75,122
3,0,131,113,105.5,114
2,0,129,114,96.75,122
3,0,132,112,107.5,110
1,0,127,113,96.25,124
3,0,130,120,123.75,102
3,0,130,119,113.5,104
3,0,132,118,118.25,102
3,0,132,117,117.75,104
3,0,132,118,120,102
1,0,128,110,96.5,122
2,0,130,115,97,126
3,0,127,112,110.75,112
2,0,128,115,98.25,124
3,0,128,111,106.5,112
2,0,128,112,98.75,118
3,0,130,116,112.5,104
2,0,128,116,99.75,120
3,0,128,115,110,108
2,0,129,115,104.5,120
3,0,129,113,110,110
2,0,130,116,97.75,124
1,0,128,109,96.75,122
2,0,138,113,99,120
3,0,129,111,103.5,114
2,0,132,113,100.5,118
3,0,128,113,106.25,116
2,0,131,111,105.5,114
2,0,142,108,101,124
3,0,129,115,108.25,114
2,0,137,111,98.25,120
3,0,130,113,106,114
2,0,130,115,96.25,122
3,0,130,113,107.5,112
1,0,127,113,98,124
3,0,132,115,114,106
3,0,132,117,117,104
3,0,130,117,120.75,102
3,0,133,119,110.75,106
3,0,133,116,112,106
1,0,128,108,100,120
2,0,130,116,96.5,124
3,0,129,111,107.5,112
2,0,130,114,98.5,124
3,0,130,110,109.5,112
2,0,129,114,101,120
3,0,131,114,113.5,106
2,0,128,116,99.25,120
3,0,129,113,113.75,108
2,0,132,116,103.5,120
3,0,129,114,112.25,106
2,0,128,113,99.5,116
1,0,129,109,97.75,124
2,0,131,114,103.25,116
3,0,131,111,109,110
2,0,132,113,99.25,118
3,0,128,112,108.75,114
2,0,130,114,103.5,116
2,0,130,118,98.75,122
3,0,130,113,108.5,114
2,0,141,108,101,122
3,0,130,113,107.5,114
2,0,129,114,97.25,122
3,0,131,113,107.5,114
1,0,130,110,95.75,124
2,0,130,115,96.75,124
3,0,129,113,108,110
2,0,130,115,98,120
3,0,130,113,107.25,114
2,0,129,113,97.25,120
3,0,130,116,112,110
2,0,129,118,102.25,120
3,0,130,111,106.5,112
2,0,131,116,101.5,120
3,0,132,110,107.25,112
2,0,131,116,95.75,124
1,0,129,110,98,122
2,0,132,116,100,120
3,0,129,111,107.5,112
2,0,133,113,106.75,112
3,0,129,114,107.25,114
2,0,131,115,100.25,120
2,0,131,116,98,122
3,0,132,118,116.25,108
2,0,132,115,99,120
3,0,132,116,111.75,110
2,0,131,116,95.5,122
3,0,131,113,106.25,116
1,0,129,113,98,120
3,0,134,116,113,106
3,0,133,119,107.25,110
3,0,134,119,117.5,104
3,0,135,119,117.75,104
3,0,134,120,119.75,104
1,0,128,109,99.5,122
2,0,132,115,102.75,114
3,0,130,111,107.25,112
2,0,132,112,103.25,114
3,0,133,114,104,116
2,0,130,114,101.5,116
2,0,130,115,100.25,118
3,0,132,116,114.25,108
2,0,131,115,98,122
3,0,131,113,106,114
2,0,130,115,97.75,122
3,0,132,113,109,112
1,0,130,110,100.75,120
2,0,130,117,99.25,124
3,0,129,115,109,110
2,0,129,115,100.25,122
3,0,132,110,106,114
2,0,132,114,99.5,122
3,0,130,114,109.25,112
2,0,132,116,99.75,120
3,0,128,111,107.75,112
2,0,130,115,100.25,120
3,0,129,111,107.25,112
2,0,132,115,101,118
1,0,128,111,97.25,122
2,0,133,115,101,118
3,0,130,111,109,112
2,0,134,111,106,114
3,0,132,113,106.5,114
2,0,130,112,103.5,114
2,0,132,115,99.5,118
3,0,132,116,113,110
2,0,133,115,96.25,120
3,0,131,115,114.75,110
2,0,129,113,100.5,118
3,0,132,116,110,112
1,0,128,116,95.75,124
3,0,133,118,112,106
3,0,132,119,117.25,104
3,0,133,120,115,106
3,0,134,120,114.75,104
3,0,135,122,116.5,106
1,0,131,110,99.75,122
2,0,130,116,98.25,126
3,0,128,112,112,110
2,0,129,113,97,120
3,0,130,112,108.75,114
2,0,132,113,99,118
3,0,128,113,103.25,116
2,0,130,117,99.5,120
3,0,128,113,105.5,112
2,0,130,115,102,118
3,0,129,112,104.75,114
2,0,130,115,97.25,122
1,0,134,108,98.5,122
2,0,134,116,96.25,122
3,0,133,109,108.25,114
2,0,135,112,102.5,118
3,0,131,113,107.25,116
2,0,131,113,104.5,116
2,0,129,112,100,116
3,0,132,113,106,116
2,0,141,110,99,122
3,0,132,115,106.75,114
2,0,130,115,98.25,120
3,0,131,115,109.5,112
1,0,132,108,96.5,124
2,0,130,115,100.75,118
3,0,129,114,107.75,112
2,0,132,118,95.25,122
3,0,130,114,107.25,114
2,0,130,115,99,118
3,0,132,115,110.75,110
2,0,132,117,98.5,122
3,0,130,111,104.5,114
2,0,132,115,99.25,120
3,0,132,110,107.5,112
2,0,132,113,99.5,120
1,0,139,103,97,122
2,0,139,114,97.75,120
3,0,135,110,107,114
2,0,138,111,105,116
3,0,137,108,106.75,116
2,0,133,111,102.75,118
2,0,131,115,99.25,120
3,0,132,115,106.5,116
2,0,132,113,98,120
3,0,132,115,108,116
2,0,130,113,98.75,118
3,0,132,115,106.75,116
1,0,129,111,99.75,122
2,0,128,116,101.5,124
3,0,128,114,107.75,112
2,0,130,116,95.5,126
3,0,132,111,105.25,114
2,0,130,113,97.75,120
3,0,130,113,111.75,110
2,0,130,116,101.25,118
3,0,130,113,107,112
2,0,131,118,103.5,120
3,0,129,111,104,114
2,0,130,115,99,120
1,0,137,110,97.75,122
2,0,134,114,101.5,116
3,0,132,114,105.5,116
2,0,133,112,103.25,116
3,0,132,114,105.5,114
2,0,132,113,103.25,116
2,0,134,115,98,118
3,0,133,118,115,108
2,0,135,113,95.75,124
3,0,132,113,105.5,114
2,0,131,114,98.25,120
3,0,131,115,103.75,114
1,0,128,110,100.5,120
2,0,132,118,98,126
3,0,128,116,106.25,112
2,0,132,118,95,128
3,0,129,115,105.25,114
2,0,130,116,100,122
3,0,130,116,106.25,114
2,0,131,116,103.25,116
3,0,130,112,107.5,114
2,0,132,117,103.75,118
3,0,130,112,110.75,110
2,0,132,116,97,120
1,0,128,110,97.75,122
2,0,138,114,99.75,118
3,0,135,113,107,114
2,0,133,111,105.5,114
3,0,132,111,107.75,114
2,0,135,116,97.25,120
2,0,131,116,97.5,122
3,0,133,117,114.75,108
2,0,134,115,98.5,120
3,0,132,114,105.25,114
2,0,131,113,98.75,120
3,0,132,114,105.75,112
1,0,128,111,100,120
3,0,132,116,113.5,106
3,0,132,117,107.25,110
3,0,133,118,117.5,102
3,0,132,120,119.25,102
3,0,136,121,120.25,104
1,0,138,106,97,124
2,0,141,113,100.25,118
3,0,132,111,107.5,114
2,0,135,114,99,118
3,0,133,113,108,114
2,0,132,115,98.75,120
2,0,133,117,100.25,120
3,0,132,116,106.75,116
2,0,132,117,96.75,124
3,0,132,114,105.5,114
2,0,132,117,93.5,126
3,0,132,114,106.25,114
1,0,128,116,95.75,126
3,0,133,119,119.25,102
3,0,132,116,112.75,106
3,0,132,118,117.5,104
3,0,135,118,117.25,104
3,0,133,120,116.25,104
1,0,133,110,100.5,118
2,0,131,116,97.75,124
3,0,131,110,109.5,112
2,0,130,115,96.75,122
3,0,130,112,107.75,112
2,0,130,115,96.5,122
3,0,132,116,114.25,108
2,0,132,118,99.75,122
3,0,132,116,114.25,106
2,0,132,115,99.75,122
3,0,132,115,110.5,110
2,0,131,115,98.25,120
1,0,131,108,95.5,124
2,1,147,106,101,170
3,0,142,110,98.5,124
2,0,142,110,100.25,120
3,0,144,103,108.5,116
2,0,142,110,103.75,118
2,0,129,115,98.75,120
3,0,131,113,105.25,116
2,0,132,115,97.5,122
3,0,132,113,107.75,116
2,0,130,116,97,124
3,0,132,113,105.25,114
1,0,129,116,97.75,124
3,0,133,118,114,104
3,0,134,119,111.25,106
3,0,132,118,119.75,102
3,0,136,120,116.75,104
3,0,133,121,119.75,106
1,0,129,110,99.25,118
2,0,131,116,96.5,126
3,0,130,113,105.75,114
2,0,129,116,98.25,122
3,0,130,112,107,112
2,0,130,114,100,120
3,0,128,111,107.25,112
2,0,131,117,99.25,120
3,0,129,113,108.25,114
2,0,131,116,100.5,122
3,0,129,115,111.5,110
2,0,130,113,100.75,118
1,0,128,110,99.25,120
2,0,137,116,93.25,126
3,0,132,110,109.5,112
2,0,133,113,101.25,118
3,0,133,116,102.75,118
2,0,133,111,102.5,116
2,0,132,115,96.75,120
3,0,132,113,108,114
2,0,137,113,95.75,122
3,0,132,112,108.25,114
2,0,130,113,98.5,118
3,0,132,115,108.5,114
1,0,130,110,96.75,124
2,0,130,116,100.25,122
3,0,130,113,109,112
2,0,130,116,99.75,124
3,0,132,111,109.75,114
2,0,138,113,97,120
3,0,130,116,110,110
2,0,130,116,102.5,118
3,0,131,111,107.75,112
2,0,129,114,100,118
3,0,129,110,109.25,112
2,0,132,116,97.75,122
1,0,129,107,95,124
2,0,136,117,95.75,122
3,0,132,114,108.5,112
2,0,133,112,105,114
3,0,131,112,108.5,112
2,0,131,112,103.25,114
2,0,132,116,100.75,118
3,0,131,114,105.5,114
2,0,134,119,95.25,122
3,0,132,114,107,114
2,0,132,119,95.75,124
3,0,132,117,114.75,108
1,0,128,112,96.25,124
3,0,132,115,116.5,106
3,0,131,117,109.75,106
3,0,133,117,114.75,106
3,0,135,118,111.75,108
3,0,135,121,119.25,104
1,0,128,108,95.75,122
2,0,140,113,102,116
3,0,135,111,108.25,114
2,0,134,111,103.5,114
3,0,130,114,108.25,114
2,0,130,113,102,118
2,0,132,116,100.5,120
3,0,132,116,114.75,108
2,0,132,116,96.25,124
3,0,131,115,110,112
2,0,130,115,96.25,122
3,0,131,114,107,112
1,0,132,110,97.75,120
2,0,130,117,99.75,124
3,0,130,114,109,112
2,0,134,118,94.25,126
3,0,131,111,110,112
2,0,131,116,99.25,124
3,0,132,114,112.5,110
2,0,133,120,100.75,120
3,0,130,113,106.5,110
2,0,134,119,97,120
3,0,132,113,105.25,114
2,0,137,118,92.25,126
1,0,130,110,97.75,122
2,0,136,118,96.75,122
3,0,132,111,109.25,112
2,0,135,115,98.75,118
3,0,132,115,105.25,114
2,0,132,114,103.75,114
2,0,133,118,100.75,120
3,0,132,115,107.25,114
2,0,132,118,99.75,118
3,0,132,113,107.25,114
2,0,132,118,97.5,120
3,0,133,118,112.25,112
1,0,129,114,96.5,124
3,0,133,117,113.5,106
3,0,133,117,111.25,108
3,0,134,118,120.5,104
3,0,135,120,113,106
3,0,134,120,118.5,106
1,0,131,111,94.75,126
2,0,140,114,99.5,120
3,0,133,111,109,112
2,0,138,111,105.5,114
3,0,132,113,106.75,116
2,0,132,115,101.25,116
2,0,130,116,103,118
3,0,135,119,116.25,106
2,0,137,115,94.75,124
3,0,132,113,105.75,116
2,0,132,118,95.25,128
3,0,132,115,104,114
1,0,129,115,98.25,122
3,0,134,118,114.25,106
3,0,132,117,114,106
3,0,135,119,120.75,100
3,0,136,120,119.25,102
3,0,136,122,118.75,104
1,0,132,110,99.5,122
2,0,133,117,97,124
3,0,131,111,109.75,110
2,0,130,114,95.25,122
3,0,132,111,108.75,112
2,0,132,115,98.25,120
3,0,132,117,117.25,108
2,0,133,119,100.75,122
3,0,133,117,113.75,110
2,0,132,117,97.75,120
3,0,131,113,108.25,112
2,0,132,115,98,122
1,0,132,108,99.75,122
2,0,132,114,100.25,118
3,0,132,112,107.5,112
2,0,132,115,101.75,118
3,0,132,113,107,116
2,0,133,116,102.75,118
2,0,132,113,100,118
3,0,132,113,103.5,114
2,0,132,116,96.75,120
3,0,131,113,109.75,112
2,0,131,115,98.75,120
3,0,133,115,109.75,112
1,0,131,111,100.75,120
2,0,131,117,99.5,124
3,0,130,114,108,110
2,0,130,116,99,122
3,0,131,113,104.75,114
2,0,132,116,99,122
3,0,131,115,112.5,110
2,0,132,119,96.25,122
3,0,132,116,109,112
2,0,132,117,101.25,120
3,0,131,114,110.75,112
2,0,132,118,100.75,120
1,0,131,110,96.25,122
2,0,138,117,92.25,126
3,0,138,110,106.75,118
2,0,140,114,102.5,118
3,0,138,111,109.25,114
2,0,137,114,101.25,116
2,0,133,116,95.75,122
3,0,135,116,115.5,108
2,0,139,113,96,122
3,0,132,112,107,112
2,0,132,118,93.75,124
3,0,132,116,109.25,112
1,0,130,111,98,122
3,0,133,118,113,106
3,0,133,118,109.5,108
3,0,133,121,113.5,106
3,0,134,121,121.5,102
3,0,136,120,119.25,104
1,0,130,111,95.75,124
2,0,143,112,96.75,124
3,0,140,108,108,118
2,0,140,114,100.25,120
3,0,134,112,107.5,116
2,0,133,115,97,120
2,0,130,114,99.75,118
3,0,132,116,115.75,106
2,0,131,116,97.25,120
3,0,132,115,104,118
2,0,130,115,97,124
3,0,132,115,107.5,112
1,0,129,113,97.25,124
3,0,133,116,112.25,106
3,0,132,115,112.25,106
3,0,133,119,117.5,102
3,0,135,120,118.25,104
3,0,135,118,113.75,108
1,0,130,108,99,118
2,0,130,116,97.25,126
3,0,128,113,111.75,110
2,0,132,117,95.25,126
3,0,130,112,107.75,112
2,0,130,116,100.5,120
3,0,132,119,118.25,108
2,0,132,118,98.5,122
3,0,131,116,112.25,110
2,0,132,116,101,120
3,0,130,116,108.5,112
2,0,132,118,102.75,124
1,0,128,110,96.25,124
2,0,132,113,106,114
3,0,130,111,109.25,112
2,0,131,113,103.75,116
3,0,130,112,107.75,114
2,0,130,112,102,116
2,0,131,113,99.25,120
3,0,133,115,112,112
2,0,132,115,98,120
3,0,133,113,107,114
2,0,132,115,101,120
3,0,133,116,109.75,112
1,0,129,115,95.25,126
3,0,133,119,119.5,104
3,0,132,118,113.5,104
3,0,133,119,118,102
3,0,135,121,114.75,104
3,0,135,120,111.5,106
1,0,130,110,97.5,122
2,0,132,118,96,126
3,0,131,112,110.25,112
2,0,130,113,97,122
3,0,131,113,108,112
2,0,129,114,98.5,120
3,0,131,119,112.5,110
2,0,130,116,101,118
3,0,131,116,107.5,112
2,0,130,115,102,116
3,0,130,114,107.5,112
2,0,132,118,101,122
1,0,130,110,95.75,124
2,0,134,112,106,114
3,0,132,113,106,114
2,0,132,111,106,116
3,0,132,113,105.5,116
2,0,135,113,102.5,118
2,0,133,116,98,122
3,0,132,115,108.75,114
2,0,132,115,103.5,118
3,0,133,113,110.75,112
2,0,132,116,99,120
3,0,134,115,109,116
1,0,129,116,96,124
3,0,133,119,115.75,104
3,0,133,118,111,108
3,0,135,120,118.5,102
3,0,135,122,113.25,104
3,0,135,122,116.75,104
1,0,130,111,101.75,118
2,0,133,118,96.5,128
3,0,130,113,108.75,110
2,0,132,117,95.5,126
3,0,132,113,109.5,112
2,0,131,116,98.5,120
3,0,133,119,114.5,108
2,0,133,120,98,122
3,0,132,116,114.25,106
2,0,132,118,98.25,120
3,0,131,115,106.5,112
2,0,132,118,101,122
1,0,130,110,96,124
2,0,133,116,99.75,120
3,0,131,113,107,112
2,0,132,114,102,118
3,0,132,113,107.25,114
2,0,133,114,100.75,118
2,0,133,119,100,122
3,0,134,115,109.75,114
2,0,132,116,99.75,120
3,0,133,115,107.5,114
2,0,132,118,98.25,124
3,0,133,117,108.75,112
1,0,130,116,96.25,126
3,0,133,118,113.5,106
3,0,133,118,110.25,108
3,0,135,118,112.5,106
3,0,135,121,112.75,106
3,0,134,121,115.5,106
1,0,131,109,102.25,118
2,0,132,116,98,124
3,0,131,114,109.5,112
2,0,132,116,93,130
3,0,132,112,106.25,114
2,0,133,116,93.25,126
3,0,132,116,111,112
2,0,131,115,99.5,118
3,0,131,113,110.5,112
2,0,132,115,98.5,118
3,0,131,114,109.25,110
2,0,131,115,98.25,120
1,0,129,108,99.25,120
2,0,131,113,103.5,114
3,0,132,110,110.75,114
2,0,132,113,105.25,114
3,0,131,117,101.75,118
2,0,133,115,100.25,116
2,0,130,113,101.5,118
3,0,132,118,112.75,110
2,0,132,114,98.5,120
3,0,134,115,107,116
2,0,132,118,96.75,120
3,0,133,115,108.5,114
1,0,133,110,99.75,122
2,0,132,117,99.25,124
3,0,130,114,109,112
2,0,132,116,96.75,124
3,0,132,114,105.5,114
2,0,133,114,95.75,122
3,0,133,120,115.5,108
2,0,132,118,101.75,118
3,0,132,116,112.75,108
2,0,132,115,104.75,114
3,0,131,113,107.5,110
2,0,134,118,97.25,122
1,0,130,110,98.75,120
2,0,135,119,97.25,122
3,0,131,113,107.25,114
2,0,132,114,104.5,114
3,0,131,113,107.75,114
2,0,132,114,105,114
2,0,133,117,99.25,118
3,0,134,117,111,112
2,0,133,115,100,118
3,0,132,115,109.75,114
2,0,132,116,98.5,120
3,0,134,116,107.5,114
1,0,130,111,98.25,122
2,0,132,118,100.5,126
3,0,131,115,107.75,112
2,0,130,116,99.5,122
3,0,132,113,107,114
2,0,132,117,98,122
3,0,131,117,111.5,108
2,0,132,118,100.25,120
3,0,132,115,104.25,118
2,0,133,120,102.25,120
3,0,131,111,107.5,112
2,0,132,116,99.5,120
1,0,130,111,99.25,120
2,0,136,119,97,122
3,0,132,114,109.5,112
2,0,132,114,104,116
3,0,132,116,104.75,114
2,0,132,115,102.75,114
2,0,135,117,99,118
3,0,132,115,107.25,114
2,0,133,115,97.25,120
3,0,134,115,108,114
2,0,132,116,99.75,122
3,0,133,115,108,114
1,0,131,111,99.75,122
2,0,131,116,99.75,122
3,0,130,111,110,110
2,0,130,116,99,122
3,0,129,112,110.75,110
2,0,132,115,97.25,120
3,0,132,118,117.25,110
2,0,131,116,99.75,118
3,0,130,113,105.75,110
2,0,132,117,100.75,120
3,0,131,113,107.75,112
2,0,131,115,99.25,118
1,0,130,110,98,122
2,0,132,115,98.5,118
3,0,131,111,109.5,112
2,0,132,114,101.75,116
3,0,131,115,105,114
2,0,132,112,103.75,114
2,0,132,115,99.75,118
3,0,132,115,109.75,114
2,0,131,114,99.25,120
3,0,132,112,110.75,114
